Main_Category_ID,Subcategory_ID,Main_Title,Sub_Title,SUB_URL,Main_URL,Final_URL,,,
290,68,Marketing,Branding,/courses/marketing/branding/,https://www.udemy.com,https://www.udemy.com/courses/marketing/branding/,"""",",","""https://www.udemy.com/courses/marketing/branding/"","
290,70,Marketing,Marketing Fundamentals,/courses/marketing/marketing-fundamentals/,https://www.udemy.com,https://www.udemy.com/courses/marketing/marketing-fundamentals/,"""",",","""https://www.udemy.com/courses/marketing/marketing-fundamentals/"","
290,72,Marketing,Marketing Analytics & Automation,/courses/marketing/analytics-and-automation/,https://www.udemy.com,https://www.udemy.com/courses/marketing/analytics-and-automation/,"""",",","""https://www.udemy.com/courses/marketing/analytics-and-automation/"","
290,74,Marketing,Public Relations,/courses/marketing/public-relations/,https://www.udemy.com,https://www.udemy.com/courses/marketing/public-relations/,"""",",","""https://www.udemy.com/courses/marketing/public-relations/"","
290,76,Marketing,Paid Advertising,/courses/marketing/advertising/,https://www.udemy.com,https://www.udemy.com/courses/marketing/advertising/,"""",",","""https://www.udemy.com/courses/marketing/advertising/"","
290,78,Marketing,Video & Mobile Marketing,/courses/marketing/video-and-mobile-marketing/,https://www.udemy.com,https://www.udemy.com/courses/marketing/video-and-mobile-marketing/,"""",",","""https://www.udemy.com/courses/marketing/video-and-mobile-marketing/"","
290,80,Marketing,Content Marketing,/courses/marketing/content-marketing/,https://www.udemy.com,https://www.udemy.com/courses/marketing/content-marketing/,"""",",","""https://www.udemy.com/courses/marketing/content-marketing/"","
290,86,Marketing,Growth Hacking,/courses/marketing/growth-hacking/,https://www.udemy.com,https://www.udemy.com/courses/marketing/growth-hacking/,"""",",","""https://www.udemy.com/courses/marketing/growth-hacking/"","
290,88,Marketing,Affiliate Marketing,/courses/marketing/affiliate-marketing/,https://www.udemy.com,https://www.udemy.com/courses/marketing/affiliate-marketing/,"""",",","""https://www.udemy.com/courses/marketing/affiliate-marketing/"","
290,90,Marketing,Product Marketing,/courses/marketing/product-marketing/,https://www.udemy.com,https://www.udemy.com/courses/marketing/product-marketing/,"""",",","""https://www.udemy.com/courses/marketing/product-marketing/"","
290,94,Marketing,Other Marketing,/courses/marketing/other-marketing/,https://www.udemy.com,https://www.udemy.com/courses/marketing/other-marketing/,"""",",","""https://www.udemy.com/courses/marketing/other-marketing/"","
274,180,Lifestyle,Arts & Crafts,/courses/lifestyle/arts-and-crafts/,https://www.udemy.com,https://www.udemy.com/courses/lifestyle/arts-and-crafts/,"""",",","""https://www.udemy.com/courses/lifestyle/arts-and-crafts/"","
274,184,Lifestyle,Beauty & Makeup,/courses/lifestyle/beauty-and-makeup/,https://www.udemy.com,https://www.udemy.com/courses/lifestyle/beauty-and-makeup/,"""",",","""https://www.udemy.com/courses/lifestyle/beauty-and-makeup/"","
274,577,Lifestyle,Esoteric Practices,/courses/lifestyle/esoteric-practices/,https://www.udemy.com,https://www.udemy.com/courses/lifestyle/esoteric-practices/,"""",",","""https://www.udemy.com/courses/lifestyle/esoteric-practices/"","
274,182,Lifestyle,Food & Beverage,/courses/lifestyle/food-and-beverage/,https://www.udemy.com,https://www.udemy.com/courses/lifestyle/food-and-beverage/,"""",",","""https://www.udemy.com/courses/lifestyle/food-and-beverage/"","
